0, 0.0016666666666666666, 1,0, 0,0, 0,0, -4.371096047843853e-8,-7.570956897649426e-8, 1, 1,0, 0,0, -4.371096047843853e-8,-7.570956897649426e-8
1, 0.0016666666666666666, 1.2,0, 0,0, 0,0, 1.3877782513858536e-16,-1.514191380731737e-7, 1, 1.2,0, 0,0, 1.3877782513858536e-16,-1.514191380731737e-7
2, 0.0016666666666666666, 1.1,0.173205, 0,0, 0,0, -4.37109606172163e-8,7.570956897649425e-8, 1, 1.1,0.173205, 0,0, -4.37109606172163e-8,7.570956897649425e-8
3, 0.0016666666666666666, 1.3,0.173205, 0,0, 0,0, 4.371096040904964e-8,-7.570956909667946e-8, 1, 1.3,0.173205, 0,0, 4.371096040904964e-8,-7.570956909667946e-8
4, 0.0016666666666666666, 1.2,0.34641, 0,0, 0,0, -4.371096037435515e-8,7.570956915677201e-8, 1, 1.2,0.34641, 0,0, -4.371096037435515e-8,7.570956915677201e-8
5, 0.0016666666666666666, 1.4,0.34641, 0,0, 0,0, 4.371096061721629e-8,-7.570956885630912e-8, 1, 1.4,0.34641, 0,0, 4.371096061721629e-8,-7.570956885630912e-8
6, 0.0016666666666666666, 1.3,0.519615, 0,0, 0,0, -1.3877781852114046e-16,1.5141913795298857e-7, 1, 1.3,0.519615, 0,0, -1.3877781852114046e-16,1.5141913795298857e-7
7, 0.0016666666666666666, 1.5,0.519615, 0,0, 0,0, 4.371096044374404e-8,7.570956891640169e-8, 1, 1.5,0.519615, 0,0, 4.371096044374404e-8,7.570956891640169e-8
0, 0.0016666666666666666, 1,0, 0,0, -4.371096047843853e-8,-7.570956897649426e-8, -4.371096047843853e-8,-7.570956897649426e-8, 1, 1,0, -7.285160079739754e-11,-1.2618261496082376e-10, -4.371096047843853e-8,-7.570956897649426e-8
1, 0.0016666666666666666, 1.2,0, 0,0, 1.3877782513858536e-16,-1.514191380731737e-7, 1.3877782513858536e-16,-1.514191380731737e-7, 1, 1.2,0, 2.312963752309756e-19,-2.523652301219562e-10, 1.3877782513858536e-16,-1.514191380731737e-7
2, 0.0016666666666666666, 1.1,0.173205, 0,0, -4.37109606172163e-8,7.570956897649425e-8, -4.37109606172163e-8,7.570956897649425e-8, 1, 1.1,0.173205, -7.285160102869382e-11,1.2618261496082373e-10, -4.37109606172163e-8,7.570956897649425e-8
3, 0.0016666666666666666, 1.3,0.173205, 0,0, 4.371096040904964e-8,-7.570956909667946e-8, 4.371096040904964e-8,-7.570956909667946e-8, 1, 1.3,0.173205, 7.285160068174939e-11,-1.2618261516113242e-10, 4.371096040904964e-8,-7.570956909667946e-8
4, 0.0016666666666666666, 1.2,0.34641, 0,0, -4.371096037435515e-8,7.570956915677201e-8, -4.371096037435515e-8,7.570956915677201e-8, 1, 1.2,0.34641, -7.285160062392524e-11,1.2618261526128667e-10, -4.371096037435515e-8,7.570956915677201e-8
5, 0.0016666666666666666, 1.4,0.34641, 0,0, 4.371096061721629e-8,-7.570956885630912e-8, 4.371096061721629e-8,-7.570956885630912e-8, 1, 1.4,0.34641, 7.285160102869382e-11,-1.261826147605152e-10, 4.371096061721629e-8,-7.570956885630912e-8
6, 0.0016666666666666666, 1.3,0.519615, 0,0, -1.3877781852114046e-16,1.5141913795298857e-7, -1.3877781852114046e-16,1.5141913795298857e-7, 1, 1.3,0.519615, -2.3129636420190077e-19,2.523652299216476e-10, -1.3877781852114046e-16,1.5141913795298857e-7
7, 0.0016666666666666666, 1.5,0.519615, 0,0, 4.371096044374404e-8,7.570956891640169e-8, 4.371096044374404e-8,7.570956891640169e-8, 1, 1.5,0.519615, 7.285160073957339e-11,1.2618261486066948e-10, 4.371096044374404e-8,7.570956891640169e-8
0, 0.0016666666666666666, 1,0, -7.285160079739754e-11,-1.2618261496082376e-10, -4.371096047843853e-8,-7.570956897649426e-8, -4.366496416324308e-8,-7.562990105888644e-8, 1, 0.9999999999998785,-2.103043582680396e-13, -1.4570320159479508e-10,-2.523652299216475e-10, -4.366496416324308e-8,-7.562990105888644e-8
1, 0.0016666666666666666, 1.2,0, 2.312963752309756e-19,-2.523652301219562e-10, 1.3877782513858536e-16,-1.514191380731737e-7, 1.386317913645228e-16,-1.5125980223783162e-7, 1, 1.2,-4.2060871686992694e-13, 4.625927504619512e-19,-5.047304602439124e-10, 1.386317913645228e-16,-1.5125980223783162e-7
2, 0.0016666666666666666, 1.1,0.173205, -7.285160102869382e-11,1.2618261496082373e-10, -4.37109606172163e-8,7.570956897649425e-8, -4.3664964301874816e-8,7.562990105888644e-8, 1, 1.0999999999998786,0.1732050000002103, -1.4570320205738764e-10,2.5236522992164746e-10, -4.3664964301874816e-8,7.562990105888644e-8
3, 0.0016666666666666666, 1.3,0.173205, 7.285160068174939e-11,-1.2618261516113242e-10, 4.371096040904964e-8,-7.570956909667946e-8, 4.366496409392721e-8,-7.562990117894518e-8, 1, 1.3000000000001215,0.1732049999997897, 1.4570320136349879e-10,-2.5236523032226484e-10, 4.366496409392721e-8,-7.562990117894518e-8
4, 0.0016666666666666666, 1.2,0.34641, -7.285160062392524e-11,1.2618261526128667e-10, -4.371096037435515e-8,7.570956915677201e-8, -4.366496405926923e-8,7.56299012389745e-8, 1, 1.1999999999998785,0.3464100000002103, -1.4570320124785048e-10,2.5236523052257335e-10, -4.366496405926923e-8,7.56299012389745e-8
