1,1.1999999965448953,3.616075707658419e-9,1.100000026999193,0.17320510196318648,0.09999996954570234,-0.17320509834711076,-2.7531281491826835e-12,9.818057259379368e-13,2.2057053128400605e-12,4.399530569973278e-12,1.268271893538345e-12,-5.983466294212449e-12,-1.815694729880968e-12,1.1364802590123664e-11
2,0.9999999965460856,3.878435752246503e-8,1.100000026999193,0.17320510196318648,-0.10000003045310735,-0.17320506317882894,1.268271893538345e-12,-5.983466294212449e-12,2.502247136177502e-12,-5.343564749736933e-12,-9.26292749724788e-13,-9.78456221352478e-12,4.6968117794406346e-12,-1.5424688304246017e-12
3,1.100000026999193,0.17320510196318648,1.3000000269951122,0.17320506679159028,-0.19999999999591922,3.517159619104149e-8,1.793874534506096e-13,2.0596792920181477e-12,-9.26292749724788e-13,-9.78456221352478e-12,5.2765254429131836e-12,2.0596783956457522e-12,-6.023430739187362e-12,-9.784561317152385e-12
4,1.1999999965448953,3.616075707658419e-9,1.3000000269951122,0.17320506679159028,-0.10000003045021688,-0.17320506317551457,5.2765254429131836e-12,2.0596783956457522e-12,-1.815694729880968e-12,1.1364802590123664e-11,5.779196417613359e-12,2.9303297098249536e-12,-2.3183657045811442e-12,1.0494151275944463e-11
5,1.3000000269951122,0.17320506679159028,1.2000000574515246,0.3464101651426404,0.09999996954358759,-0.1732050983510501,-8.724979786794282e-12,4.865978836055369e-12,5.779196417613359e-12,2.9303297098249536e-12,-3.2322050873095893e-12,-4.6477898819413276e-12,2.864217181286669e-13,1.244409842782165e-11
6,1.100000026999193,0.17320510196318648,1.2000000574515246,0.3464101651426404,-0.10000003045233163,-0.17320506317945392,-3.2322050873095893e-12,-4.6477898819413276e-12,-6.023430739187362e-12,-9.784561317152385e-12,-5.522630579026592e-12,-8.614921593863975e-12,-3.733005247470359e-12,-5.817429605229737e-12
7,1.2000000574515246,0.3464101651426404,1.4000000574545077,0.34641012995429826,-0.20000000000298312,3.518834212901112e-8,2.415191055931501e-12,-2.076243529059249e-12,-5.522630579026592e-12,-8.614921593863975e-12,-1.3175522252058155e-12,-2.076242872314011e-12,-1.7898872978892756e-12,-8.614922250609213e-12
8,1.3000000269951122,0.17320506679159028,1.4000000574545077,0.34641012995429826,-0.10000003045939554,-0.17320506316270798,-1.3175522252058155e-12,-2.076242872314011e-12,2.864217181286669e-13,1.244409842782165e-11,3.2485536047654222e-12,5.832481205614214e-12,-4.279684111842571e-12,4.5353743498934245e-12
9,1.4000000574545077,0.34641012995429826,1.3000000879302385,0.5196152283039827,0.09999996952426926,-0.1732050983496844,5.354032904576704e-14,-1.2333970603655134e-12,3.2485536047654222e-12,5.832481205614214e-12,-1.2298597490736597e-12,9.895179846107699e-13,4.531953682884849e-12,3.6095661606379306e-12
10,1.2000000574515246,0.3464101651426404,1.3000000879302385,0.5196152283039827,-0.10000003047871386,-0.17320506316134227,-1.2298597490736597e-12,9.895179846107699e-13,-1.7898872978892756e-12,-8.614922250609213e-12,-1.961514292530942e-12,-2.7774434326198734e-13,-1.0582327544319935e-12,-7.347659922736456e-12
11,1.3000000879302385,0.5196152283039827,1.5000000879346675,0.5196151931107277,-0.20000000000442908,3.519325497691739e-8,4.11551052113746e-12,-3.675275978822622e-12,-1.961514292530942e-12,-2.7774434326198734e-13,-1.4246758440895833e-12,-3.675275003936665e-12,3.5786720726961014e-12,-2.7774531814794416e-13
12,1.4000000574545077,0.34641012995429826,1.5000000879346675,0.5196151931107277,-0.10000003048015982,-0.17320506315642942,-1.4246758440895833e-12,-3.675275003936665e-12,4.531953682884849e-12,3.6095661606379306e-12,5.09671305457075e-14,-1.1193874367948106e-12,3.0563107082495586e-12,1.0536785934960764e-12
0,0.9999999965460751,3.8784371628206016e-8,1.1999999965448933,3.616064093943189e-9,-0.19999999999881823,3.5168307534262825e-8,7.240822182432443e-13,4.3884869800018435e-12,3.981363109450007e-12,-5.34194648994259e-12,2.197452255329363e-12,4.38848672092219e-12,2.507993072363888e-12,-5.341946230862937e-12
1,1.1999999965448933,3.616064093943189e-9,1.1000000269992003,0.1732051019631839,0.09999996954569301,-0.1732050983471198,-2.7492010044998583e-12,9.879353177678295e-13,2.197452255329363e-12,4.38848672092219e-12,1.274193969610498e-12,-5.980792026310707e-12,-1.8259427187809934e-12,1.1357214065000726e-11
2,0.9999999965460751,3.8784371628206016e-8,1.1000000269992003,0.1732051019631839,-0.10000003045312522,-0.17320506317881226,1.274193969610498e-12,-5.980792026310707e-12,2.507993072363888e-12,-5.341946230862937e-12,-9.169359201247243e-13,-9.775938780415645e-12,4.69912296209911e-12,-1.546799476757999e-12
3,1.1000000269992003,0.1732051019631839,1.3000000269951117,0.17320506679158484,-0.19999999999591145,3.5171599049865776e-8,1.8391808773921264e-13,2.0548813878583488e-12,-9.169359201247243e-13,-9.775938780415645e-12,5.290770528667256e-12,2.0548804897775163e-12,-6.023788361052768e-12,-9.775937882334813e-12
4,1.1999999965448933,3.616064093943189e-9,1.3000000269951117,0.17320506679158484,-0.10000003045021844,-0.17320506317552076,5.290770528667256e-12,2.0548804897775163e-12,-1.8259427187809934e-12,1.1357214065000726e-11,5.789607763318118e-12,2.918891574104301e-12,-2.324779953431856e-12,1.0493202980673941e-11
5,1.3000000269951117,0.17320506679158484,1.2000000574515477,0.34641016514262757,0.09999996954356405,-0.17320509835104272,-8.723913838484469e-12,4.873743237648378e-12,5.789607763318118e-12,2.918891574104301e-12,-3.242484227077651e-12,-4.620375203402082e-12,3.081781519113003e-13,1.2413010015154761e-11
6,1.1000000269992003,0.1732051019631839,1.2000000574515477,0.34641016514262757,-0.1000000304523474,-0.17320506317944367,-3.242484227077651e-12,-4.620375203402082e-12,-6.023788361052768e-12,-9.775937882334813e-12,-5.532285218153511e-12,-8.586425248923215e-12,-3.733987369976907e-12,-5.80988783681368e-12
7,1.2000000574515477,0.34641016514262757,1.4000000574545013,0.34641012995430376,-0.2000000000029536,3.518832381033121e-8,2.412010486613646e-12,-2.0773650630404083e-12,-5.532285218153511e-12,-8.586425248923215e-12,-1.2838178789548843e-12,-2.077364412790382e-12,-1.836456852584981e-12,-8.586425899173242e-12
8,1.3000000269951117,0.17320506679158484,1.4000000574545013,0.34641012995430376,-0.10000003045938954,-0.17320506316271891,-1.2838178789548843e-12,-2.077364412790382e-12,3.081781519113003e-13,1.2413010015154761e-11,3.2782460440856185e-12,5.824358879818856e-12,-4.2538857711292024e-12,4.511286722545524e-12
